              Procedure           Image            Address        Calls Instructions
          OBJ_NAME_init libcrypto.so.1.1       7fca77aecfb0           89          712
        CRYPTO_mem_ctrl libcrypto.so.1.1       7fca77ae32f0            2            4
      CRYPTO_clear_free libcrypto.so.1.1       7fca77ae31f0            6          114
          CRYPTO_zalloc libcrypto.so.1.1       7fca77ae31c0           22          308
         CRYPTO_realloc libcrypto.so.1.1       7fca77ae30e0            1           11
          CRYPTO_malloc libcrypto.so.1.1       7fca77ae3090          161         1772
            CRYPTO_free libcrypto.so.1.1       7fca77ae3060           33          198
               MD5_Init libcrypto.so.1.1       7fca77ae2f70            1           24
       OPENSSL_LH_error libcrypto.so.1.1       7fca77ae1870           56          112
   OPENSSL_LH_doall_arg libcrypto.so.1.1       7fca77ae1720            1            3
    OPENSSL_LH_retrieve libcrypto.so.1.1       7fca77ae1640           12          240
      OPENSSL_LH_insert libcrypto.so.1.1       7fca77ae12d0           77         5203
         OPENSSL_LH_new libcrypto.so.1.1       7fca77ae1150            1           35
    OPENSSL_init_crypto libcrypto.so.1.1       7fca77adee80           12          840
      EVP_PKEY_CTX_free libcrypto.so.1.1       7fca77adc720           24           72
   EVP_get_digestbyname libcrypto.so.1.1       7fca77ad8140           12          132
         EVP_add_digest libcrypto.so.1.1       7fca77ad8080           21          800
          EVP_whirlpool libcrypto.so.1.1       7fca77ad7fb0            1            2
           EVP_shake256 libcrypto.so.1.1       7fca77ad7830            1            2
           EVP_shake128 libcrypto.so.1.1       7fca77ad7820            1            2
           EVP_sha3_512 libcrypto.so.1.1       7fca77ad7810            1            2
           EVP_sha3_384 libcrypto.so.1.1       7fca77ad7800            1            2
           EVP_sha3_256 libcrypto.so.1.1       7fca77ad77f0            1            2
           EVP_sha3_224 libcrypto.so.1.1       7fca77ad77e0            1            2
             EVP_sha512 libcrypto.so.1.1       7fca77ad7570            1            2
             EVP_sha384 libcrypto.so.1.1       7fca77ad7560            1            2
         EVP_sha512_256 libcrypto.so.1.1       7fca77ad7550            1            2
         EVP_sha512_224 libcrypto.so.1.1       7fca77ad7540            1            2
             EVP_sha256 libcrypto.so.1.1       7fca77ad7530            1            2
             EVP_sha224 libcrypto.so.1.1       7fca77ad7520            1            2
               EVP_sha1 libcrypto.so.1.1       7fca77ad7510            1            2
          EVP_ripemd160 libcrypto.so.1.1       7fca77ad7130            1            2
           EVP_md5_sha1 libcrypto.so.1.1       7fca77ad7070            1            2
                EVP_md5 libcrypto.so.1.1       7fca77ad6db0            1            2
                EVP_md4 libcrypto.so.1.1       7fca77ad6d30            1            2
  EVP_MD_CTX_test_flags libcrypto.so.1.1       7fca77ad63d0           30           90
 EVP_MD_CTX_clear_flags libcrypto.so.1.1       7fca77ad63c0           12           48
     EVP_MD_CTX_md_data libcrypto.so.1.1       7fca77ad6380            6           12
        EVP_MD_CTX_copy libcrypto.so.1.1       7fca77ac5350            6           72
     EVP_MD_CTX_copy_ex libcrypto.so.1.1       7fca77ac5150            6          408
         EVP_DigestInit libcrypto.so.1.1       7fca77ac4fb0            6           78
      EVP_DigestInit_ex libcrypto.so.1.1       7fca77ac4d00            6          348
        EVP_MD_CTX_free libcrypto.so.1.1       7fca77ac4ce0            6           48
         EVP_MD_CTX_new libcrypto.so.1.1       7fca77ac4cc0           12           48
       EVP_MD_CTX_reset libcrypto.so.1.1       7fca77ac4bf0           24          666
ENGINE_get_digest_engine libcrypto.so.1.1       7fca77abf200            6           18
          ENGINE_finish libcrypto.so.1.1       7fca77abc4a0           30          330
         EVP_blake2s256 libcrypto.so.1.1       7fca77a1cd10            1            2
         EVP_blake2b512 libcrypto.so.1.1       7fca77a1cc90            1            2
                  .text libcrypto.so.1.1       7fca779e0000            0           17
               .plt.got libcrypto.so.1.1       7fca779df630           33           33
             memcpy@plt libcrypto.so.1.1       7fca779df5e0            6            6
 pthread_key_create@plt libcrypto.so.1.1       7fca779df5a0            1            1
            realloc@plt libcrypto.so.1.1       7fca779df570            1            1
pthread_rwlock_unlock@plt libcrypto.so.1.1       7fca779df560           89           89
pthread_rwlock_wrlock@plt libcrypto.so.1.1       7fca779df4a0           77           77
       pthread_once@plt libcrypto.so.1.1       7fca779df410          125          125
pthread_rwlock_rdlock@plt libcrypto.so.1.1       7fca779df3f0           12           12
             getenv@plt libcrypto.so.1.1       7fca779df340            1            1
pthread_rwlock_init@plt libcrypto.so.1.1       7fca779df2a0            2            2
               free@plt libcrypto.so.1.1       7fca779df0e0           33           33
       __cxa_atexit@plt libcrypto.so.1.1       7fca779df050            1            1
             malloc@plt libcrypto.so.1.1       7fca779df000          161          161
             memset@plt libcrypto.so.1.1       7fca779dee80           23           23
                  _init libcrypto.so.1.1       7fca779dee00            1            7
           init_hashlib _hashlib.x86_64-linux-gnu.so       7fca77e623c0            1           70
                  .text _hashlib.x86_64-linux-gnu.so       7fca77e61ad0            0           17
   PyBuffer_Release@plt _hashlib.x86_64-linux-gnu.so       7fca77e61a90            6            6
     EVP_DigestInit@plt _hashlib.x86_64-linux-gnu.so       7fca77e61a70            6            6
      PyObject_Free@plt _hashlib.x86_64-linux-gnu.so       7fca77e61a50            6            6
    EVP_MD_CTX_free@plt _hashlib.x86_64-linux-gnu.so       7fca77e61a40            6            6
    OBJ_NAME_do_all@plt _hashlib.x86_64-linux-gnu.so       7fca77e61a20            1            1
     EVP_MD_CTX_new@plt _hashlib.x86_64-linux-gnu.so       7fca77e619d0           12           12
PyString_FromString@plt _hashlib.x86_64-linux-gnu.so       7fca77e619b0            6            6
    PyFrozenSet_New@plt _hashlib.x86_64-linux-gnu.so       7fca77e619a0            1            1
    EVP_MD_CTX_copy@plt _hashlib.x86_64-linux-gnu.so       7fca77e61990            6            6
      _PyObject_New@plt _hashlib.x86_64-linux-gnu.so       7fca77e618c0            6            6
EVP_get_digestbyname@plt _hashlib.x86_64-linux-gnu.so       7fca77e618a0           12           12
_PyArg_ParseTuple_SizeT@plt _hashlib.x86_64-linux-gnu.so       7fca77e61870            6            6
       PyType_Ready@plt _hashlib.x86_64-linux-gnu.so       7fca77e61850            1            1
  Py_InitModule4_64@plt _hashlib.x86_64-linux-gnu.so       7fca77e61840            1            1
 PyModule_AddObject@plt _hashlib.x86_64-linux-gnu.so       7fca77e617f0            1            1
                  _init _hashlib.x86_64-linux-gnu.so       7fca77e617c8            1            6
                  .text   libbz2.so.1.0       7fca7825f320            0           17
                  _init   libbz2.so.1.0       7fca7825f1e0            1            6
                initbz2 bz2.x86_64-linux-gnu.so       7fca7849eec0            1           44
                  .text bz2.x86_64-linux-gnu.so       7fca7849d3f0            0           17
 PyModule_AddObject@plt bz2.x86_64-linux-gnu.so       7fca7849d370            4            4
PyString_FromString@plt bz2.x86_64-linux-gnu.so       7fca7849d240            1            1
       PyType_Ready@plt bz2.x86_64-linux-gnu.so       7fca7849d1f0            3            3
  Py_InitModule4_64@plt bz2.x86_64-linux-gnu.so       7fca7849d130            1            1
                  _init bz2.x86_64-linux-gnu.so       7fca7849d060            1            6
        ffi_call_unix64     libffi.so.6       7fca7a511d62            4          124
   ffi_prep_closure_loc     libffi.so.6       7fca7a511950            1           23
               ffi_call     libffi.so.6       7fca7a5114f0            4         1184
   ffi_prep_cif_machdep     libffi.so.6       7fca7a5112d0            5          598
       ffi_closure_free     libffi.so.6       7fca7a5100f0            1           62
      ffi_closure_alloc     libffi.so.6       7fca7a50e970            1          302
           ffi_prep_cif     libffi.so.6       7fca7a50d9c0            5           45
                  .text     libffi.so.6       7fca7a50d740            0          196
 pthread_mutex_lock@plt     libffi.so.6       7fca7a50d720            3            3
 pthread_mutex_init@plt     libffi.so.6       7fca7a50d710            1            1
            sysconf@plt     libffi.so.6       7fca7a50d6f0            3            3
              fopen@plt     libffi.so.6       7fca7a50d6e0            2            2
pthread_mutex_unlock@plt     libffi.so.6       7fca7a50d690            3            3
             statfs@plt     libffi.so.6       7fca7a50d680            1            1
         __getdelim@plt     libffi.so.6       7fca7a50d660          124          124
             strchr@plt     libffi.so.6       7fca7a50d620          134          134
               mmap@plt     libffi.so.6       7fca7a50d600            1            1
             fclose@plt     libffi.so.6       7fca7a50d5d0            2            2
               free@plt     libffi.so.6       7fca7a50d580            2            2
                  _init     libffi.so.6       7fca7a50d540            1            6
_ctypes_simple_instance _ctypes.x86_64-linux-gnu.so       7fca7a7521c0            4           40
       _ctypes_callproc _ctypes.x86_64-linux-gnu.so       7fca7a7514d0            4         1336
       PyObject_stgdict _ctypes.x86_64-linux-gnu.so       7fca7a750f50           16          176
       PyCArgObject_new _ctypes.x86_64-linux-gnu.so       7fca7a750d10           12          144
    PyDict_SetItemProxy _ctypes.x86_64-linux-gnu.so       7fca7a750a10            1           38
    PyDict_GetItemProxy _ctypes.x86_64-linux-gnu.so       7fca7a750600            1            6
PyCArrayType_from_ctype _ctypes.x86_64-linux-gnu.so       7fca7a750410            1           78
   _ctypes_get_ffi_type _ctypes.x86_64-linux-gnu.so       7fca7a74e4e0            5           45
 _ctypes_alloc_callback _ctypes.x86_64-linux-gnu.so       7fca7a74e1c0            1           99
_ctypes_alloc_format_string _ctypes.x86_64-linux-gnu.so       7fca7a74cea0           25          658
         PyType_stgdict _ctypes.x86_64-linux-gnu.so       7fca7a74ce60          171         2055
  _ctypes_get_fielddesc _ctypes.x86_64-linux-gnu.so       7fca7a74c910           53         4719
            init_ctypes _ctypes.x86_64-linux-gnu.so       7fca7a74bec0            1          257
                  .text _ctypes.x86_64-linux-gnu.so       7fca7a748060            0           17
               .plt.got _ctypes.x86_64-linux-gnu.so       7fca7a748040            5            5
      __sprintf_chk@plt _ctypes.x86_64-linux-gnu.so       7fca7a748020            5            5
PyObject_GC_UnTrack@plt _ctypes.x86_64-linux-gnu.so       7fca7a747ff0            1            1
       PyTuple_Pack@plt _ctypes.x86_64-linux-gnu.so       7fca7a747fc0            1            1
       PyMem_Malloc@plt _ctypes.x86_64-linux-gnu.so       7fca7a747fb0           50           50
 PyEval_InitThreads@plt _ctypes.x86_64-linux-gnu.so       7fca7a747fa0            1            1
PyDescr_NewClassMethod@plt _ctypes.x86_64-linux-gnu.so       7fca7a747f70            3            3
    PyString_Concat@plt _ctypes.x86_64-linux-gnu.so       7fca7a747f20            8            8
   PyType_IsSubtype@plt _ctypes.x86_64-linux-gnu.so       7fca7a747ee0            8            8
   ffi_closure_free@plt _ctypes.x86_64-linux-gnu.so       7fca7a747ec0            1            1
             strcat@plt _ctypes.x86_64-linux-gnu.so       7fca7a747eb0           11           11
   PySequence_Tuple@plt _ctypes.x86_64-linux-gnu.so       7fca7a747e50           11           11
     PyDict_SetItem@plt _ctypes.x86_64-linux-gnu.so       7fca7a747e30            5            5
 PyModule_AddObject@plt _ctypes.x86_64-linux-gnu.so       7fca7a747e20           19           19
     PyInt_FromLong@plt _ctypes.x86_64-linux-gnu.so       7fca7a747e00            6            6
PyModule_AddStringConstant@plt _ctypes.x86_64-linux-gnu.so       7fca7a747df0            1            1
      _PyObject_New@plt _ctypes.x86_64-linux-gnu.so       7fca7a747dd0           12           12
_PyObject_GC_NewVar@plt _ctypes.x86_64-linux-gnu.so       7fca7a747db0            1            1
           ffi_call@plt _ctypes.x86_64-linux-gnu.so       7fca7a747da0            4            4
   PyCallable_Check@plt _ctypes.x86_64-linux-gnu.so       7fca7a747d40            1            1
         PyDict_New@plt _ctypes.x86_64-linux-gnu.so       7fca7a747d30            3            3
  ffi_closure_alloc@plt _ctypes.x86_64-linux-gnu.so       7fca7a747d00            1            1
   PyArg_ParseTuple@plt _ctypes.x86_64-linux-gnu.so       7fca7a747cf0            2            2
_PyArg_ParseTuple_SizeT@plt _ctypes.x86_64-linux-gnu.so       7fca7a747cb0            1            1
PyDict_GetItemString@plt _ctypes.x86_64-linux-gnu.so       7fca7a747c90           43           43
PyObject_CallFunctionObjArgs@plt _ctypes.x86_64-linux-gnu.so       7fca7a747c80           16           16
             dlopen@plt _ctypes.x86_64-linux-gnu.so       7fca7a747c70            1            1
PyInt_AsUnsignedLongMask@plt _ctypes.x86_64-linux-gnu.so       7fca7a747c60            4            4
PyObject_CallObject@plt _ctypes.x86_64-linux-gnu.so       7fca7a747c50           45           45
  PyString_AsString@plt _ctypes.x86_64-linux-gnu.so       7fca7a747c40            8            8
     PyErr_Occurred@plt _ctypes.x86_64-linux-gnu.so       7fca7a747c10           16           16
      Py_BuildValue@plt _ctypes.x86_64-linux-gnu.so       7fca7a747c00            1            1
     PyDict_DelItem@plt _ctypes.x86_64-linux-gnu.so       7fca7a747bb0            1            1
        PyTuple_New@plt _ctypes.x86_64-linux-gnu.so       7fca7a747b90           19           19
PyObject_CallFunction@plt _ctypes.x86_64-linux-gnu.so       7fca7a747b60            3            3
      PyDict_Update@plt _ctypes.x86_64-linux-gnu.so       7fca7a747b40           44           44
        PyErr_Clear@plt _ctypes.x86_64-linux-gnu.so       7fca7a747af0           12           12
 PyErr_NewException@plt _ctypes.x86_64-linux-gnu.so       7fca7a747ae0            1            1
    PySequence_Size@plt _ctypes.x86_64-linux-gnu.so       7fca7a747ad0            1            1
 PyLong_FromVoidPtr@plt _ctypes.x86_64-linux-gnu.so       7fca7a747ac0            6            6
     PyDict_GetItem@plt _ctypes.x86_64-linux-gnu.so       7fca7a747aa0            6            6
       PyType_Ready@plt _ctypes.x86_64-linux-gnu.so       7fca7a747a60           18           18
   PyLong_AsVoidPtr@plt _ctypes.x86_64-linux-gnu.so       7fca7a747a30            5            5
      PyObject_Free@plt _ctypes.x86_64-linux-gnu.so       7fca7a747a20           12           12
    PyTuple_GetItem@plt _ctypes.x86_64-linux-gnu.so       7fca7a7479b0            4            4
PyString_InternFromString@plt _ctypes.x86_64-linux-gnu.so       7fca7a747990            1            1
  PyInt_FromSsize_t@plt _ctypes.x86_64-linux-gnu.so       7fca7a747970           51           51
PyObject_IsInstance@plt _ctypes.x86_64-linux-gnu.so       7fca7a747950            8            8
             strchr@plt _ctypes.x86_64-linux-gnu.so       7fca7a747940           19           19
  PyObject_GC_Track@plt _ctypes.x86_64-linux-gnu.so       7fca7a747900            1            1
             strlen@plt _ctypes.x86_64-linux-gnu.so       7fca7a7478f0           39           39
_PyObject_CallFunction_SizeT@plt _ctypes.x86_64-linux-gnu.so       7fca7a7478d0            1            1
    PyObject_GC_Del@plt _ctypes.x86_64-linux-gnu.so       7fca7a7478b0            1            1
PyObject_SetAttrString@plt _ctypes.x86_64-linux-gnu.so       7fca7a747860           32           32
 PyWeakref_NewProxy@plt _ctypes.x86_64-linux-gnu.so       7fca7a747850            1            1
PyObject_GetAttrString@plt _ctypes.x86_64-linux-gnu.so       7fca7a747840           59           59
  Py_InitModule4_64@plt _ctypes.x86_64-linux-gnu.so       7fca7a747830            1            1
         PyMem_Free@plt _ctypes.x86_64-linux-gnu.so       7fca7a7477d0            8            8
             strcpy@plt _ctypes.x86_64-linux-gnu.so       7fca7a747790           27           27
PyDict_SetItemString@plt _ctypes.x86_64-linux-gnu.so       7fca7a747700            3            3
       ffi_prep_cif@plt _ctypes.x86_64-linux-gnu.so       7fca7a7476f0            5            5
PyString_FromStringAndSize@plt _ctypes.x86_64-linux-gnu.so       7fca7a7476e0            1            1
ffi_prep_closure_loc@plt _ctypes.x86_64-linux-gnu.so       7fca7a7476d0            1            1
                  _init _ctypes.x86_64-linux-gnu.so       7fca7a747690            1            6
     npy_half_to_double umath.x86_64-linux-gnu.so       7fca7c520da0            1            7
npy_halfbits_to_doublebits umath.x86_64-linux-gnu.so       7fca7c520ce0            1           15
      npy_half_to_float umath.x86_64-linux-gnu.so       7fca7c520c30            5           35
npy_halfbits_to_floatbits umath.x86_64-linux-gnu.so       7fca7c520b90            5           70
      npy_float_to_half umath.x86_64-linux-gnu.so       7fca7c5209a0            4            8
npy_floatbits_to_halfbits umath.x86_64-linux-gnu.so       7fca7c520830            4          116
  npy_clear_floatstatus umath.x86_64-linux-gnu.so       7fca7c51f1e0           82          658
    npy_get_floatstatus umath.x86_64-linux-gnu.so       7fca7c51f1b0           82          902
         npy_nextafterl umath.x86_64-linux-gnu.so       7fca7c51f1a0            1            1
                  .text umath.x86_64-linux-gnu.so       7fca7c506fb0            0        31792
                  .text umath.x86_64-linux-gnu.so       7fca7c4d6270            0        82981
              initumath umath.x86_64-linux-gnu.so       7fca7c412d70            1         3871
                  .text umath.x86_64-linux-gnu.so       7fca7c4102b0            1          202
               .plt.got umath.x86_64-linux-gnu.so       7fca7c410280           18           18
       PyMem_Malloc@plt umath.x86_64-linux-gnu.so       7fca7c4101e0          776          776
         nextafterl@plt umath.x86_64-linux-gnu.so       7fca7c410140            1            1
   PyModule_GetDict@plt umath.x86_64-linux-gnu.so       7fca7c410100            1            1
       PyTuple_Size@plt umath.x86_64-linux-gnu.so       7fca7c410080           31           31
   PyType_IsSubtype@plt umath.x86_64-linux-gnu.so       7fca7c410040          120          120
     PyDict_SetItem@plt umath.x86_64-linux-gnu.so       7fca7c40ffc0            7            7
 PyModule_AddObject@plt umath.x86_64-linux-gnu.so       7fca7c40ff70            5            5
      feclearexcept@plt umath.x86_64-linux-gnu.so       7fca7c40ff50            1            1
     PyInt_FromLong@plt umath.x86_64-linux-gnu.so       7fca7c40ff40          185          185
               powl@plt umath.x86_64-linux-gnu.so       7fca7c40ff30            3            3
PyModule_AddStringConstant@plt umath.x86_64-linux-gnu.so       7fca7c40ff10            1            1
PyCObject_AsVoidPtr@plt umath.x86_64-linux-gnu.so       7fca7c40fe70            1            1
             log10l@plt umath.x86_64-linux-gnu.so       7fca7c40fe60            3            3
PyString_FromFormat@plt umath.x86_64-linux-gnu.so       7fca7c40fe20          149          149
              exp2f@plt umath.x86_64-linux-gnu.so       7fca7c40fd80            5            5
   PyArg_ParseTuple@plt umath.x86_64-linux-gnu.so       7fca7c40fd30           21           21
               powf@plt umath.x86_64-linux-gnu.so       7fca7c40fc80            2            2
PyDict_GetItemString@plt umath.x86_64-linux-gnu.so       7fca7c40fc70            2            2
PyObject_CallFunctionObjArgs@plt umath.x86_64-linux-gnu.so       7fca7c40fc60           51           51
PyImport_ImportModule@plt umath.x86_64-linux-gnu.so       7fca7c40fbb0            3            3
     PyErr_Occurred@plt umath.x86_64-linux-gnu.so       7fca7c40fb90           33           33
      Py_BuildValue@plt umath.x86_64-linux-gnu.so       7fca7c40fb60           16           16
             log10f@plt umath.x86_64-linux-gnu.so       7fca7c40fac0            2            2
PyCObject_FromVoidPtr@plt umath.x86_64-linux-gnu.so       7fca7c40fa90            1            1
PyString_FromString@plt umath.x86_64-linux-gnu.so       7fca7c40fa60          129          129
              log10@plt umath.x86_64-linux-gnu.so       7fca7c40fa50            1            1
        PyErr_Clear@plt umath.x86_64-linux-gnu.so       7fca7c40fa10           18           18
     PyDict_GetItem@plt umath.x86_64-linux-gnu.so       7fca7c40f9c0           22           22
       PyType_Ready@plt umath.x86_64-linux-gnu.so       7fca7c40f950            1            1
 PyFloat_FromDouble@plt umath.x86_64-linux-gnu.so       7fca7c40f940            8            8
                log@plt umath.x86_64-linux-gnu.so       7fca7c40f890            1            1
                pow@plt umath.x86_64-linux-gnu.so       7fca7c40f880            1            1
      PyMem_Realloc@plt umath.x86_64-linux-gnu.so       7fca7c40f860           18           18
             memset@plt umath.x86_64-linux-gnu.so       7fca7c40f850          343          343
       fetestexcept@plt umath.x86_64-linux-gnu.so       7fca7c40f840           82           82
PyString_InternFromString@plt umath.x86_64-linux-gnu.so       7fca7c40f7e0           25           25
               modf@plt umath.x86_64-linux-gnu.so       7fca7c40f7c0            6            6
             strlen@plt umath.x86_64-linux-gnu.so       7fca7c40f6e0           18           18
              exp2l@plt umath.x86_64-linux-gnu.so       7fca7c40f6a0            9            9
PyObject_GetAttrString@plt umath.x86_64-linux-gnu.so       7fca7c40f5d0            7            7
  Py_InitModule4_64@plt umath.x86_64-linux-gnu.so       7fca7c40f5b0            1            1
PyString_ConcatAndDel@plt umath.x86_64-linux-gnu.so       7fca7c40f590           51           51
PyThreadState_GetDict@plt umath.x86_64-linux-gnu.so       7fca7c40f560           29           29
             strcpy@plt umath.x86_64-linux-gnu.so       7fca7c40f4f0           18           18
       PyInt_AsLong@plt umath.x86_64-linux-gnu.so       7fca7c40f4e0           16           16
PyModule_AddIntConstant@plt umath.x86_64-linux-gnu.so       7fca7c40f460           17           17
PyDict_SetItemString@plt umath.x86_64-linux-gnu.so       7fca7c40f440           93           93
      PyObject_Init@plt umath.x86_64-linux-gnu.so       7fca7c40f430          343          343
                  _init umath.x86_64-linux-gnu.so       7fca7c40f3d0            1            6
   __cpu_indicator_init   libgcc_s.so.1       7fca84940df0            1           60
                  .text   libgcc_s.so.1       7fca84940ac0            0          106
                  _init   libgcc_s.so.1       7fca849407e0            1            6
                  .text libquadmath.so.0       7fca84b58420            0           55
register_printf_modifier@plt libquadmath.so.0       7fca84b58120            1            1
register_printf_type@plt libquadmath.so.0       7fca84b58070            1            1
register_printf_specifier@plt libquadmath.so.0       7fca84b58020            8            8
                  _init libquadmath.so.0       7fca84b57f50            1            6
_gfortran_set_max_subrecord_length libgfortran.so.4       7fca84db07b0            0          134
                  .text libgfortran.so.4       7fca84daf680            0          187
 pthread_mutex_lock@plt libgfortran.so.4       7fca84daf5a0            5            5
             strdup@plt libgfortran.so.4       7fca84daf460            3            3
           __fxstat@plt libgfortran.so.4       7fca84daec50            3            3
             malloc@plt libgfortran.so.4       7fca84daeb70            6            6
pthread_mutex_unlock@plt libgfortran.so.4       7fca84daeb30            5            5
 pthread_key_create@plt libgfortran.so.4       7fca84dae8a0            1            1
             calloc@plt libgfortran.so.4       7fca84dae790            8            8
          newlocale@plt libgfortran.so.4       7fca84dae3e0            1            1
             getenv@plt libgfortran.so.4       7fca84dadc00           11           11
                  _init libgfortran.so.4       7fca84dadb70            1            6
                  .text    libblas.so.3       7fca851a6c20            0           17
                  _init    libblas.so.3       7fca851a6ae8            1            6
     npy_double_to_half multiarray.x86_64-linux-gnu.so       7fca85869da0            5           10
npy_doublebits_to_halfbits multiarray.x86_64-linux-gnu.so       7fca85869bd0            5          170
      npy_float_to_half multiarray.x86_64-linux-gnu.so       7fca85869bc0            1            2
npy_floatbits_to_halfbits multiarray.x86_64-linux-gnu.so       7fca85869a50            1           29
         initmultiarray multiarray.x86_64-linux-gnu.so       7fca85841950            1          753
                  .text multiarray.x86_64-linux-gnu.so       7fca85813700            0        28253
                  .text multiarray.x86_64-linux-gnu.so       7fca857e29c0            0        39220
                  .text multiarray.x86_64-linux-gnu.so       7fca857b1c80          184       236725
                  .text multiarray.x86_64-linux-gnu.so       7fca85780f40            0        97763
               .plt.got multiarray.x86_64-linux-gnu.so       7fca85780f30          247          247
    PySequence_Fast@plt multiarray.x86_64-linux-gnu.so       7fca85780f20          132          132
__ctype_tolower_loc@plt multiarray.x86_64-linux-gnu.so       7fca85780ee0           26           26
       PyMem_Malloc@plt multiarray.x86_64-linux-gnu.so       7fca85780e30          121          121
   PyObject_GetAttr@plt multiarray.x86_64-linux-gnu.so       7fca85780d70            1            1
PyLong_FromLongLong@plt multiarray.x86_64-linux-gnu.so       7fca85780d40            4            4
   PyModule_GetDict@plt multiarray.x86_64-linux-gnu.so       7fca85780cf0            1            1
_Py_BuildValue_SizeT@plt multiarray.x86_64-linux-gnu.so       7fca85780cc0           52           52
       PyErr_Format@plt multiarray.x86_64-linux-gnu.so       7fca85780c60           17           17
PyComplex_AsCComplex@plt multiarray.x86_64-linux-gnu.so       7fca85780c40            1            1
       __memset_chk@plt multiarray.x86_64-linux-gnu.so       7fca85780c30           66           66
       PyTuple_Size@plt multiarray.x86_64-linux-gnu.so       7fca85780c10          120          120
   PyType_IsSubtype@plt multiarray.x86_64-linux-gnu.so       7fca85780be0         1864         1864
      PyObject_Call@plt multiarray.x86_64-linux-gnu.so       7fca85780b90            1            1
     PyDict_SetItem@plt multiarray.x86_64-linux-gnu.so       7fca85780af0           72           72
  PyEval_SaveThread@plt multiarray.x86_64-linux-gnu.so       7fca85780ad0           48           48
     PyInt_FromLong@plt multiarray.x86_64-linux-gnu.so       7fca85780ab0          142          142
PyString_AsStringAndSize@plt multiarray.x86_64-linux-gnu.so       7fca85780a70          337          337
      _PyObject_New@plt multiarray.x86_64-linux-gnu.so       7fca85780a50            4            4
PyLong_FromUnsignedLong@plt multiarray.x86_64-linux-gnu.so       7fca857809a0            2            2
            memmove@plt multiarray.x86_64-linux-gnu.so       7fca85780990           12           12
PyString_FromFormat@plt multiarray.x86_64-linux-gnu.so       7fca85780970           31           31
   PyCallable_Check@plt multiarray.x86_64-linux-gnu.so       7fca85780930           39           39
         PyDict_New@plt multiarray.x86_64-linux-gnu.so       7fca85780910           26           26
_PyArg_ParseTupleAndKeywords_SizeT@plt multiarray.x86_64-linux-gnu.so       7fca85780870          506          506
      PyObject_Hash@plt multiarray.x86_64-linux-gnu.so       7fca85780830           20           20
   PyArg_ParseTuple@plt multiarray.x86_64-linux-gnu.so       7fca85780800          280          280
    PyObject_IsTrue@plt multiarray.x86_64-linux-gnu.so       7fca857807f0            3            3
   PyFloat_AsDouble@plt multiarray.x86_64-linux-gnu.so       7fca857807d0           37           37
_PyArg_ParseTuple_SizeT@plt multiarray.x86_64-linux-gnu.so       7fca85780760           58           58
             malloc@plt multiarray.x86_64-linux-gnu.so       7fca85780720           77           77
PyDict_GetItemString@plt multiarray.x86_64-linux-gnu.so       7fca857806e0           40           40
PyObject_CallFunctionObjArgs@plt multiarray.x86_64-linux-gnu.so       7fca857806c0            6            6
PyObject_CallObject@plt multiarray.x86_64-linux-gnu.so       7fca85780670            4            4
  PyString_AsString@plt multiarray.x86_64-linux-gnu.so       7fca85780620           20           20
      PyLong_AsLong@plt multiarray.x86_64-linux-gnu.so       7fca857805e0           43           43
     PyErr_Occurred@plt multiarray.x86_64-linux-gnu.so       7fca857805a0          664          664
             memcpy@plt multiarray.x86_64-linux-gnu.so       7fca85780550           54           54
             strtol@plt multiarray.x86_64-linux-gnu.so       7fca85780520           36           36
        PyTuple_New@plt multiarray.x86_64-linux-gnu.so       7fca85780510            1            1
PyCObject_FromVoidPtr@plt multiarray.x86_64-linux-gnu.so       7fca857804c0           74           74
PyString_FromString@plt multiarray.x86_64-linux-gnu.so       7fca85780490            1            1
      PyList_Append@plt multiarray.x86_64-linux-gnu.so       7fca85780420          100          100
        PyErr_Clear@plt multiarray.x86_64-linux-gnu.so       7fca857803d0          111          111
    PySequence_Size@plt multiarray.x86_64-linux-gnu.so       7fca85780390          303          303
    PyLong_FromLong@plt multiarray.x86_64-linux-gnu.so       7fca857802b0            4            4
       PyType_Ready@plt multiarray.x86_64-linux-gnu.so       7fca85780260           49           49
   PyCapsule_Import@plt multiarray.x86_64-linux-gnu.so       7fca85780250            1            1
 PyFloat_FromDouble@plt multiarray.x86_64-linux-gnu.so       7fca85780240           10           10
      PyObject_Free@plt multiarray.x86_64-linux-gnu.so       7fca85780200          291          291
 PySequence_GetItem@plt multiarray.x86_64-linux-gnu.so       7fca85780150           79           79
             memset@plt multiarray.x86_64-linux-gnu.so       7fca85780090          157          157
    PyTuple_GetItem@plt multiarray.x86_64-linux-gnu.so       7fca85780060          100          100
PyString_InternFromString@plt multiarray.x86_64-linux-gnu.so       7fca8577fff0           10           10
    PyObject_Malloc@plt multiarray.x86_64-linux-gnu.so       7fca8577ffe0          471          471
      PyNumber_Long@plt multiarray.x86_64-linux-gnu.so       7fca8577ff00           43           43
     PyNumber_Float@plt multiarray.x86_64-linux-gnu.so       7fca8577fd20           37           37
PyObject_SetAttrString@plt multiarray.x86_64-linux-gnu.so       7fca8577fd10            4            4
PyObject_GetAttrString@plt multiarray.x86_64-linux-gnu.so       7fca8577fc90            6            6
  Py_InitModule4_64@plt multiarray.x86_64-linux-gnu.so       7fca8577fc60            1            1
