              Procedure           Image            Address        Calls Instructions
  Py_InitModule4_64@plt _traversal.x86_64-linux-gnu.so       7fca58095d30            1            1
  PyCFunction_NewEx@plt _traversal.x86_64-linux-gnu.so       7fca58095d00            3            3
PyString_FromStringAndSize@plt _traversal.x86_64-linux-gnu.so       7fca58095cb0            5            5
         PyList_New@plt _traversal.x86_64-linux-gnu.so       7fca58095ca0            4            4
PyUnicodeUCS4_DecodeUTF8@plt _traversal.x86_64-linux-gnu.so       7fca58095c90           10           10
                  _init _traversal.x86_64-linux-gnu.so       7fca58095c68            1            6
             init_tools _tools.x86_64-linux-gnu.so       7fca5864a480            1         2221
                  .text _tools.x86_64-linux-gnu.so       7fca58631990            0          751
    PyImport_Import@plt _tools.x86_64-linux-gnu.so       7fca58631970            6            6
PyUnicodeUCS4_FromStringAndSize@plt _tools.x86_64-linux-gnu.so       7fca58631950            1            1
      Py_GetVersion@plt _tools.x86_64-linux-gnu.so       7fca58631930            1            1
       PyTuple_Pack@plt _tools.x86_64-linux-gnu.so       7fca58631920           24           24
   PyObject_GetAttr@plt _tools.x86_64-linux-gnu.so       7fca586318d0            6            6
   PyModule_GetDict@plt _tools.x86_64-linux-gnu.so       7fca586318b0            3            3
        PySlice_New@plt _tools.x86_64-linux-gnu.so       7fca586318a0            2            2
     PyDict_SetItem@plt _tools.x86_64-linux-gnu.so       7fca58631860           17           17
     PyInt_FromLong@plt _tools.x86_64-linux-gnu.so       7fca58631850            5            5
         PyDict_New@plt _tools.x86_64-linux-gnu.so       7fca58631800            3            3
PyObject_CallFunctionObjArgs@plt _tools.x86_64-linux-gnu.so       7fca586317a0            2            2
        PyTuple_New@plt _tools.x86_64-linux-gnu.so       7fca58631740            1            1
PyString_FromString@plt _tools.x86_64-linux-gnu.so       7fca58631730           12           12
     PyDict_GetItem@plt _tools.x86_64-linux-gnu.so       7fca58631700            3            3
      PyOS_snprintf@plt _tools.x86_64-linux-gnu.so       7fca586316b0            2            2
PyString_InternFromString@plt _tools.x86_64-linux-gnu.so       7fca58631670           82           82
         PyCode_New@plt _tools.x86_64-linux-gnu.so       7fca58631610            7            7
PyObject_SetAttrString@plt _tools.x86_64-linux-gnu.so       7fca586315d0            1            1
 PyImport_AddModule@plt _tools.x86_64-linux-gnu.so       7fca586315c0            1            1
  Py_InitModule4_64@plt _tools.x86_64-linux-gnu.so       7fca586315a0            1            1
  PyCFunction_NewEx@plt _tools.x86_64-linux-gnu.so       7fca58631580            7            7
PyString_FromStringAndSize@plt _tools.x86_64-linux-gnu.so       7fca58631530            9            9
         PyList_New@plt _tools.x86_64-linux-gnu.so       7fca58631520            2            2
PyUnicodeUCS4_DecodeUTF8@plt _tools.x86_64-linux-gnu.so       7fca58631510            8            8
                  _init _tools.x86_64-linux-gnu.so       7fca586314d8            1            6
     init_shortest_path _shortest_path.x86_64-linux-gnu.so       7fca58d355a0            1         2636
                  .text _shortest_path.x86_64-linux-gnu.so       7fca58d0b6f0            0          918
    PyImport_Import@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b6d0            6            6
PyUnicodeUCS4_FromStringAndSize@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b6b0            1            1
      Py_GetVersion@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b670            1            1
       PyTuple_Pack@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b660           33           33
   PyObject_GetAttr@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b610            6            6
   PyModule_GetDict@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b5f0            5            5
        PySlice_New@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b5e0            1            1
      PyObject_Call@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b5b0            1            1
     PyDict_SetItem@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b5a0           16           16
     PyInt_FromLong@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b590            8            8
         PyDict_New@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b540            6            6
PyObject_CallFunctionObjArgs@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b4d0            4            4
        PyTuple_New@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b480            2            2
PyString_FromString@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b470           12           12
        PyErr_Clear@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b450            2            2
     PyDict_GetItem@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b440            3            3
      PyOS_snprintf@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b3e0            2            2
PyErr_ExceptionMatches@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b3d0            2            2
PyString_InternFromString@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b380           93           93
   PyObject_GetItem@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b360            1            1
   _PyObject_GC_New@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b350            1            1
  PyObject_GC_Track@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b300            1            1
         PyCode_New@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b2f0            6            6
PyObject_SetAttrString@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b2a0            1            1
 PyImport_AddModule@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b290            2            2
PyObject_GetAttrString@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b280            1            1
  Py_InitModule4_64@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b260            1            1
  PyCFunction_NewEx@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b230            5            5
PyString_FromStringAndSize@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b1d0           12           12
         PyList_New@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b1c0            4            4
PyUnicodeUCS4_DecodeUTF8@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b1b0            6            6
   PyObject_SetItem@plt _shortest_path.x86_64-linux-gnu.so       7fca58d0b1a0            3            3
                  _init _shortest_path.x86_64-linux-gnu.so       7fca58d0b178            1            6
      init_csparsetools _csparsetools.x86_64-linux-gnu.so       7fca59a1dcc0            1       247958
                  .text _csparsetools.x86_64-linux-gnu.so       7fca599c9e90            0        99218
    PyImport_Import@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9e70            6            6
PyUnicodeUCS4_FromStringAndSize@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9e50            1            1
      Py_GetVersion@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9e20            1            1
       PyTuple_Pack@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9e10           59           59
   PyObject_GetAttr@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9dc0            6            6
   PyModule_GetDict@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9d80            2            2
        PySlice_New@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9d70            3            3
      PyCapsule_New@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9d30            6            6
     PyDict_SetItem@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9cf0           75           75
     PyInt_FromLong@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9ce0            4            4
   PyObject_GetIter@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9cd0            8            8
PyCObject_AsVoidPtr@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9ca0            1            1
         PyDict_New@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9c40            4            4
PyThread_allocate_lock@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9bf0            8            8
PyObject_CallFunctionObjArgs@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9b90            1            1
PyImport_ImportModule@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9b70            1            1
     PyErr_Occurred@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9b50            8            8
    PyType_Modified@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9b40            3            3
        PyTuple_New@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9b10          496          496
PyString_FromString@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9b00           12           12
     PyDict_GetItem@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9ac0          434          434
       PyType_Ready@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9a70            4            4
      PyOS_snprintf@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9a30            2            2
PySequence_Contains@plt _csparsetools.x86_64-linux-gnu.so       7fca599c99f0          300          300
PyString_InternFromString@plt _csparsetools.x86_64-linux-gnu.so       7fca599c99c0          134          134
   PyObject_GetItem@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9990            8            8
         PyCode_New@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9910           35           35
PyObject_RichCompare@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9900         3560         3560
PyObject_SetAttrString@plt _csparsetools.x86_64-linux-gnu.so       7fca599c98b0            1            1
 PyImport_AddModule@plt _csparsetools.x86_64-linux-gnu.so       7fca599c98a0            1            1
PyObject_GetAttrString@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9890            1            1
  Py_InitModule4_64@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9870            1            1
  PyCFunction_NewEx@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9850           35           35
PyString_FromStringAndSize@plt _csparsetools.x86_64-linux-gnu.so       7fca599c97a0           28           28
         PyList_New@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9790            1            1
PyUnicodeUCS4_DecodeUTF8@plt _csparsetools.x86_64-linux-gnu.so       7fca599c9780            8            8
                  _init _csparsetools.x86_64-linux-gnu.so       7fca599c9740            1            6
 _ZSt15future_categoryv  libstdc++.so.6       7fca5f604990            1           17
    __cxa_guard_release  libstdc++.so.6       7fca5f5dc050            1           15
    __cxa_guard_acquire  libstdc++.so.6       7fca5f5dbed0            1           30
_ZNSt14error_categoryC1Ev  libstdc++.so.6       7fca5f5d98e0            2            8
                  .text  libstdc++.so.6       7fca5f5d5490            0          352
__cxa_guard_acquire@plt  libstdc++.so.6       7fca5f5d3fb0            1            1
_ZNSt14error_categoryC2Ev@plt  libstdc++.so.6       7fca5f5d3740            2            2
       __cxa_atexit@plt  libstdc++.so.6       7fca5f5d2ea0            5            5
_ZSt15future_categoryv@plt  libstdc++.so.6       7fca5f5d2df0            1            1
__cxa_guard_release@plt  libstdc++.so.6       7fca5f5d2c30            1            1
             malloc@plt  libstdc++.so.6       7fca5f5d2b30            1            1
                  _init  libstdc++.so.6       7fca5f5d1fc0            1            6
       init_sparsetools _sparsetools.x86_64-linux-gnu.so       7fca5f94e8b0            1           54
                  .text _sparsetools.x86_64-linux-gnu.so       7fca5f94ced0            0           17
  Py_InitModule4_64@plt _sparsetools.x86_64-linux-gnu.so       7fca5f94cda0            1            1
PyImport_ImportModule@plt _sparsetools.x86_64-linux-gnu.so       7fca5f94cd70            1            1
PyCObject_AsVoidPtr@plt _sparsetools.x86_64-linux-gnu.so       7fca5f94cd50            1            1
PyObject_GetAttrString@plt _sparsetools.x86_64-linux-gnu.so       7fca5f94cc90            1            1
                  _init _sparsetools.x86_64-linux-gnu.so       7fca5f94cc58            1            6
PyFortranObject_NewAsAttr lsoda.x86_64-linux-gnu.so       7fca60185e00            1           20
              initlsoda lsoda.x86_64-linux-gnu.so       7fca601851d0            1           92
                  .text lsoda.x86_64-linux-gnu.so       7fca60183240            0           17
         PyDict_New@plt lsoda.x86_64-linux-gnu.so       7fca60183210            1            1
PyImport_ImportModule@plt lsoda.x86_64-linux-gnu.so       7fca601830f0            1            1
 PyErr_NewException@plt lsoda.x86_64-linux-gnu.so       7fca60183040            1            1
PyFortranObject_NewAsAttr@plt lsoda.x86_64-linux-gnu.so       7fca60183010            1            1
PyObject_GetAttrString@plt lsoda.x86_64-linux-gnu.so       7fca60183000            1            1
PyCObject_AsVoidPtr@plt lsoda.x86_64-linux-gnu.so       7fca60182ee0            1            1
   PyModule_GetDict@plt lsoda.x86_64-linux-gnu.so       7fca60182ea0            1            1
PyString_FromString@plt lsoda.x86_64-linux-gnu.so       7fca60182e50            2            2
     PyErr_Occurred@plt lsoda.x86_64-linux-gnu.so       7fca60182d90            1            1
      _PyObject_New@plt lsoda.x86_64-linux-gnu.so       7fca60182d10            1            1
  Py_InitModule4_64@plt lsoda.x86_64-linux-gnu.so       7fca60182c80            1            1
PyDict_SetItemString@plt lsoda.x86_64-linux-gnu.so       7fca60182c20            3            3
                  _init lsoda.x86_64-linux-gnu.so       7fca60182bf8            1            6
